龙洲大道路口,明华龙洲[小区],9
颜龙山水[小区],明华龙洲[小区],10
颜龙山水[小区],风花树,1
动物园,毛线沟,21
动物园,杨家坪[西郊],22
杨家坪1站,杨家坪[西郊],4
育才中学,杨家坪1站,1
育才中学,大公馆[东],3
奥体中心站[龙腾大道],大公馆[东],4
陈家坪(通用晶城),奥体中心站[龙腾大道],6
陈家坪(通用晶城),石桥铺万昌站,2
白马凼,石桥铺万昌站,8
高庙村[富洲新城],白马凼,10
马家岩,高庙村[富洲新城],9
马家岩,马家岩[板材市场],11
小龙坎,马家岩[板材市场],10
肿瘤医院,小龙坎,2
花园新村,大龙山(公园),1
紫都星座,大龙山(公园),1
花园新村,紫都星座,1
航天职大,花园新村,1
小龙坎,石小路,4
石小路,马家岩[板材市场],2
马家岩,高庙村(西),14
高庙村[富洲新城],高庙村(西),9
白马凼,石桥铺,13
陈家坪长途车站,石桥铺,8
陈家坪长途车站,陈家坪(通用晶城),3
奥体中心站[龙腾大道],大公馆[西],7
大公馆[西],育才中学,3
育才中学,谢家湾,2
谢家湾,杨家坪(国美电器),14
杨家坪壹心壹学校[前进路],杨家坪(国美电器),11
杨家坪壹心壹学校[前进路],杨家坪[西郊],13
金科天湖美镇,人和华庭,1
金科天湖美镇,吉乐村,2
人和实验校,吉乐村,2
人和实验校,万寿山,7
人和医院,万寿山,10
人和(路口),人和医院,6
人和(路口),九建,7
南坪(枢纽站),重庆会展中心,2
南坪(枢纽站),工贸,3
九建,人和医院,1
人和华庭,吉乐村,1
松石支路[武警总队],渝安龙都,4
松石支路[武警总队],口腔医院[江北分院],1
松石北路口,口腔医院[江北分院],2
新南路立交,松石北路口,1
嘉州路(轨道站),新牌坊西,6
红土地立交[西],红土地,4
红土地,五红路,5
大湾,五红路,3
洪崖洞(上入口),临江门[北区路],3
松石支路[武警总队],大龙山(轨道站),1
大龙山(轨道站),新城丽都[龙山街道],3
黄花园,黄花园大桥北[重庆银行],2
上清寺(中山三路),大礼堂,3
上清寺(中山三路),两路口(桥头),5
学田湾[上清寺消防队],中山支路[文化宫],1
保税港站[茅溪],红沙丽景,1
红沙丽景,华荣市场,1
出口加工区,金童路(轨道站),1
龙荣路口,金渝大道,2
湖霞街[财政学校],金渝大道,3
湖霞街[财政学校],欢乐谷[礼仁立交],1
欢乐谷[礼仁立交],礼嘉中学,2
礼嘉中学,礼仁街,1
干堰塘,礼仁街,1
金山果园,干堰塘,3
金山果园,白马幼儿园,1
白马幼儿园,礼嘉白马小区,1
礼嘉白马小区,嘉和社区,1
礼博路,嘉和社区,1
礼学路,礼博路,1
礼学路,嘉和社区,1
礼环北路口,欢乐谷[礼仁立交],2
湖霞街[财政学校],礼环北路口,2
迎龙朝天门商贸城,迎龙(中学),1
迎龙朝天门商贸城,双谷村,1
迎龙互通立交,双谷村,1
绿阳山庄,迎龙互通立交,1
绿阳山庄,清油洞,1
城南家园,城南家园花红路,6
城南家园,城南家园水云路,3
茶园新区消防队,城南家园水云路,5
茶园新区消防队,兴塘路口,1
天文大道,兴塘路口,1
天文大道,江南小区[1站],1
茶园内环站,江南小区[1站],1
茶园内环站,南坪南路,4
南坪南路,响水路[南坪],7
南坪协信城,响水路[南坪],2
南坪南路,南坪协信城,8
城南家园花红路,城南家园水云路,6
长生场镇,桃花大道[长生],2
长生场镇,长生岔路口[柏树林],1
长生岔路口[柏树林],南山水库,2
南山水库,瓦窑,2
瓦窑,回头湾,1
堰坎道班,回头湾,1
堰坎道班,小土桥,1
小土桥,桐子垭,1
叫花桥,桐子垭,1
惠民加油站,叫花桥,1
惠民,惠民加油站,1
长生岔路口[柏树林],长生[桃源酒楼],1
长生[桃源酒楼],桃花大道[长生],11
云山路,鱼洞化龙路[新邮局],1
云山路,白马寺公墓,1
白马寺公墓,白马山,1
白马山,小砖房,1
坪上,小砖房,1
坪上,白石岩,1
云篆山,白石岩,1
云篆山,云篆山公园,1
云篆山公园,农胜,1
农胜大石坝,农胜,1
坪上,云篆山,1
徐家岩,白马寺公墓,1
丰华路,徐家岩,1
丰华路,鱼洞化龙路[新邮局],3
